strategy,sl,tp,min_liquidity_m,max_positions,threshold,dynamic_sizing,return_pct,win_rate,max_drawdown,sharpe,total_trades,score
T1_top5,5,10,0.0,5,0.6,True,1467.69,70.43,-22.84,8.42,115,579.9345553691276
T1_top5,5,10,0.0,5,0.58,True,1467.69,70.43,-22.84,8.42,115,579.9345553691276
T1_top5,5,10,0.0,5,0.55,True,1467.69,70.43,-22.84,8.42,115,579.9345553691276
T1_top5,5,10,0.0,5,0.0,True,1467.69,70.43,-22.84,8.42,115,579.9345553691276
T1_top5,7,14,0.0,5,0.58,False,648.65,62.21,-12.21,10.57,389,568.1211582134746
T1_top5,7,14,0.0,5,0.55,False,640.26,61.62,-11.96,10.45,396,565.6618055555555
T1_top5,7,14,0.0,5,0.0,False,640.26,61.62,-11.96,10.45,396,565.6618055555555
T1_top5,0,0,0.0,3,0.0,True,1990.09,78.12,-32.17,8.39,96,563.3688604160385
T1_top5,0,0,0.0,3,0.55,True,1990.09,78.12,-32.17,8.39,96,563.3688604160385
T1_top5,0,0,0.0,3,0.6,True,1990.09,78.12,-32.17,8.39,96,563.3688604160385
T1_top5,0,0,0.0,3,0.58,True,1990.09,78.12,-32.17,8.39,96,563.3688604160385
T1_top5,7,14,0.0,5,0.6,False,636.74,62.02,-12.21,10.5,387,554.3156699470098
T1_top5,7,14,0.0,1,0.58,False,1791.11,75.0,-30.91,8.13,72,512.4673863992479
T1_top5,7,14,0.0,1,0.6,False,1791.11,75.0,-30.91,8.13,72,512.4673863992479
T1_top5,7,14,0.0,1,0.55,False,1791.11,75.0,-30.91,8.13,72,512.4673863992479
T1_top5,7,14,0.0,1,0.55,True,1791.11,75.0,-30.91,8.13,72,512.4673863992479
T1_top5,7,14,0.0,1,0.58,True,1791.11,75.0,-30.91,8.13,72,512.4673863992479
T1_top5,7,14,0.0,1,0.0,False,1791.11,75.0,-30.91,8.13,72,512.4673863992479
T1_top5,7,14,0.0,1,0.6,True,1791.11,75.0,-30.91,8.13,72,512.4673863992479
T1_top5,7,14,0.0,1,0.0,True,1791.11,75.0,-30.91,8.13,72,512.4673863992479
T3_top5,0,0,0.0,5,0.55,False,490.26,70.9,-8.82,9.06,134,502.24191446028516
T1_top5,0,0,0.0,1,0.55,False,1845.4,77.78,-32.17,8.0,72,500.71148628278564
T1_top5,0,0,0.0,1,0.55,True,1845.4,77.78,-32.17,8.0,72,500.71148628278564
T1_top5,0,0,0.0,1,0.0,False,1845.4,77.78,-32.17,8.0,72,500.71148628278564
T1_top5,0,0,0.0,1,0.0,True,1845.4,77.78,-32.17,8.0,72,500.71148628278564
T1_top5,0,0,0.0,1,0.58,True,1845.4,77.78,-32.17,8.0,72,500.71148628278564
T1_top5,0,0,0.0,1,0.58,False,1845.4,77.78,-32.17,8.0,72,500.71148628278564
T1_top5,0,0,0.0,1,0.6,True,1845.4,77.78,-32.17,8.0,72,500.71148628278564
T1_top5,0,0,0.0,1,0.6,False,1845.4,77.78,-32.17,8.0,72,500.71148628278564
T1_blended_top5,7,14,0.0,3,0.6,False,817.57,66.18,-15.64,9.18,204,500.17203125
T3_top5,0,0,0.0,3,0.6,False,827.15,75.34,-15.35,8.81,73,496.28999999999996
T3_top5,0,0,0.0,5,0.0,False,485.19,70.29,-9.77,9.3,138,464.01643454039004
T3_top5,0,0,0.0,5,0.6,False,416.12,64.57,-7.91,8.88,127,461.42150392817064
T1_blended_top5,5,10,0.0,5,0.6,False,561.12,62.86,-12.7,10.23,315,459.9545693430657
T3_top5,0,0,0.0,5,0.58,False,450.63,68.94,-8.82,8.79,132,449.25332993890015
T3_top5,7,14,0.0,1,0.6,True,1610.97,62.22,-28.9,7.19,45,441.265695652174
T3_top5,7,14,0.0,1,0.58,False,1610.97,62.22,-28.9,7.19,45,441.265695652174
T3_top5,7,14,0.0,1,0.58,True,1610.97,62.22,-28.9,7.19,45,441.265695652174
T3_top5,7,14,0.0,1,0.6,False,1610.97,62.22,-28.9,7.19,45,441.265695652174
T3_top5,0,0,0.0,3,0.58,True,1311.36,82.35,-24.13,7.25,34,430.5101472343812
T3_top5,0,0,0.0,3,0.6,True,1311.36,82.35,-24.13,7.25,34,430.5101472343812
T3_top5,7,14,0.0,3,0.58,True,1530.34,66.07,-28.9,7.29,56,424.29828093645483
T3_top5,7,14,0.0,3,0.6,True,1530.34,66.07,-28.9,7.29,56,424.29828093645483
T1_top5,7,14,0.0,3,0.58,True,1508.78,71.88,-30.91,7.88,96,419.86732685678464
T1_top5,7,14,0.0,3,0.0,True,1508.78,71.88,-30.91,7.88,96,419.86732685678464
T1_top5,7,14,0.0,3,0.6,True,1508.78,71.88,-30.91,7.88,96,419.86732685678464
T1_top5,7,14,0.0,3,0.55,True,1508.78,71.88,-30.91,7.88,96,419.86732685678464
T3_top5,7,14,1.0,3,0.6,False,445.83,57.94,-8.6,8.01,107,418.43003124999996
T3_top5,7,14,0.0,1,0.0,False,1533.7,61.7,-28.63,7.03,47,415.64667566655424
T3_top5,7,14,0.0,1,0.0,True,1533.7,61.7,-28.63,7.03,47,415.64667566655424
T3_top5,0,0,0.0,5,0.6,True,1241.21,80.0,-24.13,7.4,40,414.8891364902508
T3_top5,0,0,0.0,5,0.58,True,1241.21,80.0,-24.13,7.4,40,414.8891364902508
T3_top5,7,14,0.0,1,0.55,True,1527.32,60.87,-28.9,7.05,46,411.2015384615385
T3_top5,7,14,0.0,1,0.55,False,1527.32,60.87,-28.9,7.05,46,411.2015384615385
T3_top5,7,14,0.0,3,0.0,True,1456.72,65.52,-28.63,7.12,58,399.2091258859265
T3_top5,0,0,0.0,3,0.0,True,1234.04,79.41,-24.13,7.11,34,398.2516673298845
T3_top5,0,0,0.0,3,0.55,True,1234.04,79.41,-24.13,7.11,34,398.2516673298845
T3_top5,7,14,0.0,3,0.55,True,1450.63,64.91,-28.9,7.14,57,394.92067558528436
T3_top5,0,0,1.0,5,0.6,False,444.66,63.16,-9.61,8.16,114,383.89119698397747
T3_top5,0,0,0.0,5,0.55,True,1167.73,77.5,-24.13,7.25,40,383.35744130521294
T3_top5,0,0,0.0,5,0.0,True,1167.73,77.5,-24.13,7.25,40,383.35744130521294
T1_blended_top5,7,14,0.0,5,0.55,False,567.2,62.25,-15.39,9.9,400,377.2104942037828
T3_top5,7,14,5.0,1,0.6,False,1060.88,64.1,-19.56,6.19,39,370.99840466926076
T3_top5,7,14,5.0,1,0.6,True,1060.88,64.1,-19.56,6.19,39,370.99840466926076
T1_blended_top5,7,14,0.0,5,0.0,False,557.74,62.09,-15.38,9.78,401,367.0596581196581
T1_top5,0,0,1.0,3,0.6,False,711.57,61.02,-15.59,7.19,236,351.2813924050634
T1_blended_top5,7,14,0.0,5,0.58,False,521.64,62.76,-15.26,9.62,384,340.70214022140226
T3_top5,0,0,1.0,5,0.58,False,408.31,58.14,-9.61,7.83,129,339.80935909519326
T1_blended_top5,0,0,1.0,3,0.58,False,605.61,64.18,-14.63,7.53,201,330.5088483685221
T1_top5,0,0,0.0,5,0.6,True,1299.45,76.52,-32.17,7.41,115,329.46561652095266
T1_top5,0,0,0.0,5,0.58,True,1299.45,76.52,-32.17,7.41,115,329.46561652095266
T1_top5,0,0,0.0,5,0.55,True,1299.45,76.52,-32.17,7.41,115,329.46561652095266
T1_top5,0,0,0.0,5,0.0,True,1299.45,76.52,-32.17,7.41,115,329.46561652095266
T3_top5,5,10,1.0,3,0.55,True,904.27,55.56,-20.06,6.62,72,327.18601139601145
T1_blended_top5,0,0,1.0,3,0.6,False,617.54,68.02,-16.12,7.78,172,316.7056775700934
T3_top5,5,10,1.0,5,0.58,False,245.02,49.75,-5.77,7.63,201,312.3371639586411
T3_top5,2,4,1.0,5,0.58,False,186.21,48.57,-3.96,7.3,280,311.60141129032263
T3_top5,5,10,1.0,5,0.6,False,241.76,52.57,-5.77,7.71,175,311.03834564254066
T3_top5,0,0,1.0,3,0.6,False,632.84,63.01,-15.75,7.09,73,305.6522746268657
T3_top5,5,10,1.0,5,0.55,True,825.46,55.0,-20.06,6.68,80,301.02245014245017
T3_top5,7,14,0.0,5,0.58,True,1101.62,61.54,-28.9,6.63,65,281.11573913043475
T3_top5,7,14,0.0,5,0.6,True,1101.62,61.54,-28.9,6.63,65,281.11573913043475
T3_top5,7,14,1.0,5,0.6,False,289.81,55.83,-8.03,7.75,163,280.8236434108527
T3_top5,5,10,1.0,3,0.0,True,796.51,54.05,-20.06,6.35,74,277.98425925925926
T3_top5,5,10,0.0,3,0.55,True,710.53,60.71,-18.37,6.49,56,274.74804852865253
T3_top5,5,10,0.0,3,0.0,True,710.53,60.71,-18.37,6.49,56,274.74804852865253
T1_blended_top5,7,14,0.0,5,0.6,False,461.72,63.81,-15.88,8.9,315,270.79549763033174
T1_top5,0,0,1.0,3,0.58,False,657.68,59.27,-18.32,6.86,248,267.5654658385093
T3_top5,2,4,1.0,5,0.6,False,173.97,50.62,-4.35,7.15,241,265.01971962616824
T1_top5,7,14,0.0,5,0.55,True,1047.97,70.43,-30.91,7.06,115,264.70191789407704
T1_top5,7,14,0.0,5,0.58,True,1047.97,70.43,-30.91,7.06,115,264.70191789407704
T1_top5,7,14,0.0,5,0.0,True,1047.97,70.43,-30.91,7.06,115,264.70191789407704
T1_top5,7,14,0.0,5,0.6,True,1047.97,70.43,-30.91,7.06,115,264.70191789407704
T3_top5,7,14,0.0,5,0.0,True,1047.35,61.19,-28.63,6.46,67,263.693250084374
T3_top5,7,14,0.0,5,0.55,True,1042.87,60.61,-28.9,6.48,66,260.8918929765887
T3_top5,5,10,1.0,5,0.0,True,726.16,53.66,-20.06,6.4,82,255.1559354226021
T1_top5,0,0,1.0,5,0.6,False,386.07,59.26,-11.08,6.91,378,252.79914735099337
T1_blended_top5,0,0,1.0,1,0.0,True,1333.98,67.01,-34.26,5.65,97,251.58726602382308
T1_blended_top5,0,0,1.0,1,0.0,False,1333.98,67.01,-34.26,5.65,97,251.58726602382308
T1_blended_top5,0,0,1.0,1,0.55,True,1333.98,67.01,-34.26,5.65,97,251.58726602382308
T1_blended_top5,0,0,1.0,1,0.55,False,1333.98,67.01,-34.26,5.65,97,251.58726602382308
T3_top5,7,14,5.0,5,0.6,True,744.05,60.32,-19.56,5.91,63,250.06738813229575
T1_top5,0,0,1.0,3,0.55,False,629.49,58.89,-18.32,6.64,253,248.9287577639751
T1_blended_top5,0,0,1.0,3,0.55,False,694.89,61.94,-22.63,7.29,247,243.7849386373254
T1_top5,0,0,1.0,3,0.0,False,618.01,58.43,-18.32,6.58,255,242.4697619047619
T3_top5,5,10,1.0,3,0.58,True,696.27,55.22,-20.06,6.23,67,239.0328632478633
T3_top5,5,10,5.0,1,0.6,True,758.53,59.52,-21.67,5.97,42,233.21367887075428
T3_top5,5,10,5.0,1,0.6,False,758.53,59.52,-21.67,5.97,42,233.21367887075428
T3_top5,5,10,0.0,1,0.0,True,648.0,55.56,-18.37,5.96,45,232.8384099122354
T3_top5,5,10,0.0,1,0.55,False,648.0,55.56,-18.37,5.96,45,232.8384099122354
T3_top5,5,10,0.0,1,0.0,False,648.0,55.56,-18.37,5.96,45,232.8384099122354
T3_top5,5,10,0.0,1,0.55,True,648.0,55.56,-18.37,5.96,45,232.8384099122354
T1_blended_top5,0,0,1.0,3,0.0,False,673.24,61.75,-22.63,7.08,251,230.20648328396106
T3_top5,7,14,1.0,5,0.58,False,253.85,52.43,-8.03,6.97,185,224.05143964562572
T3_top5,5,10,1.0,5,0.58,True,622.18,54.67,-20.06,6.23,75,213.59740740740742
T3_top5,0,0,5.0,1,0.6,True,952.17,63.64,-28.88,5.69,22,213.18665662650602
T3_top5,0,0,5.0,1,0.6,False,952.17,63.64,-28.88,5.69,22,213.18665662650602
T3_top5,3,6,1.0,5,0.58,False,160.07,49.62,-4.7,6.55,262,212.0225438596491
T3_top5,5,10,1.0,3,0.0,False,353.92,47.8,-12.55,6.85,159,205.03852398523986
T3_top5,7,14,5.0,1,0.58,False,667.41,58.97,-19.56,5.16,39,199.96330739299611
T3_top5,7,14,5.0,1,0.58,True,667.41,58.97,-19.56,5.16,39,199.96330739299611
T3_top5,3,6,1.0,3,0.6,False,234.49,54.25,-7.54,6.26,153,199.34395784543327
T3_top5,2,4,1.0,3,0.58,False,207.89,47.51,-6.6,6.06,181,193.11886842105264
T3_top5,0,0,1.0,5,0.58,True,846.97,60.0,-27.36,5.45,40,192.62893159379408
T3_top5,3,6,1.0,5,0.6,False,159.39,52.19,-5.29,6.6,228,192.58569157392685
T3_top5,5,10,0.0,5,0.55,True,534.28,57.81,-18.37,5.9,64,190.32173464119774
T3_top5,5,10,0.0,5,0.0,True,534.28,57.81,-18.37,5.9,64,190.32173464119774
T3_top5,0,0,1.0,3,0.58,False,419.87,57.69,-15.75,6.52,78,188.50282985074628
T3_top5,7,14,5.0,1,0.55,True,693.94,58.14,-21.83,5.18,43,187.84709592641263
T3_top5,7,14,5.0,1,0.55,False,693.94,58.14,-21.83,5.18,43,187.84709592641263
T3_top5,5,10,1.0,5,0.55,False,225.41,47.51,-8.43,6.85,221,187.64247083775183
T3_top5,5,10,1.0,3,0.6,True,633.97,54.55,-23.07,6.04,66,185.4237141670129
T1_top5,0,0,1.0,1,0.6,False,1103.66,65.56,-36.6,5.29,90,184.62822872340425
T1_top5,0,0,1.0,1,0.6,True,1103.66,65.56,-36.6,5.29,90,184.62822872340425
T3_top5,0,0,1.0,5,0.6,True,831.19,58.97,-28.57,5.48,39,182.1478254988164
T3_top5,5,10,0.0,3,0.6,True,636.85,60.0,-24.46,6.26,55,181.5998036135114
T3_top5,5,10,0.0,3,0.58,True,636.85,60.0,-24.46,6.26,55,181.5998036135114
T3_top5,0,0,1.0,3,0.55,True,1034.95,64.86,-35.03,5.32,37,181.53993893977244
T3_top5,5,10,1.0,3,0.55,False,329.77,49.66,-13.09,6.69,145,179.98092973740242
T3_top5,7,14,1.0,3,0.58,False,348.84,55.46,-14.39,6.93,119,179.74666666666664
T3_top5,2,4,1.0,3,0.6,False,208.33,49.69,-7.23,6.09,161,179.47262454434994
T3_top5,7,14,1.0,3,0.55,True,726.12,58.21,-26.38,5.74,67,178.74539079620163
T3_top5,3,6,1.0,3,0.58,False,226.1,52.07,-7.98,6.07,169,178.0096881959911
T3_top5,0,0,5.0,3,0.6,True,851.83,60.0,-28.88,5.23,30,177.60712516733602
T3_top5,5,10,1.0,3,0.6,False,320.21,51.72,-14.2,7.19,116,172.53420394736844
T3_top5,7,14,1.0,3,0.6,True,721.22,58.06,-28.36,5.97,62,171.21605585831063
T3_top5,7,14,5.0,3,0.6,True,670.42,60.78,-24.56,5.35,51,166.55582942097027
T3_top5,5,10,1.0,5,0.6,True,565.67,54.05,-23.07,6.04,74,165.44731200664728
T3_top5,0,0,1.0,5,0.55,True,968.28,59.52,-35.03,5.12,42,164.4705412156536
T1_blended_top5,0,0,10.0,1,0.58,True,535.22,67.74,-17.3,4.59,62,163.4906994535519
T1_blended_top5,0,0,10.0,1,0.58,False,535.22,67.74,-17.3,4.59,62,163.4906994535519
T1_top5,0,0,1.0,1,0.55,True,1048.04,64.13,-39.53,5.19,92,160.0633506044905
T1_top5,0,0,1.0,1,0.0,False,1048.04,64.13,-39.53,5.19,92,160.0633506044905
T1_top5,0,0,1.0,1,0.0,True,1048.04,64.13,-39.53,5.19,92,160.0633506044905
T1_top5,0,0,1.0,1,0.58,False,1048.04,64.13,-39.53,5.19,92,160.0633506044905
T1_top5,0,0,1.0,1,0.58,True,1048.04,64.13,-39.53,5.19,92,160.0633506044905
T1_top5,0,0,1.0,1,0.55,False,1048.04,64.13,-39.53,5.19,92,160.0633506044905
T3_top5,7,14,1.0,3,0.58,True,654.46,57.81,-26.38,5.67,64,159.4320014609204
T3_top5,2,4,1.0,5,0.55,False,165.45,45.66,-7.09,6.63,311,156.04245982694684
T1_blended_top5,0,0,10.0,1,0.6,False,582.34,72.0,-21.89,5.11,50,155.44331148973353
T1_blended_top5,0,0,10.0,1,0.6,True,582.34,72.0,-21.89,5.11,50,155.44331148973353
T3_top5,5,10,1.0,1,0.55,False,705.44,56.36,-29.43,5.65,55,154.16286559316467
T3_top5,5,10,1.0,1,0.55,True,705.44,56.36,-29.43,5.65,55,154.16286559316467
T3_top5,5,10,0.0,1,0.58,False,580.0,54.55,-24.46,5.74,44,153.5428122545169
T3_top5,5,10,0.0,1,0.6,False,580.0,54.55,-24.46,5.74,44,153.5428122545169
T3_top5,5,10,0.0,1,0.58,True,580.0,54.55,-24.46,5.74,44,153.5428122545169
T3_top5,5,10,0.0,1,0.6,True,580.0,54.55,-24.46,5.74,44,153.5428122545169
T3_top5,5,10,5.0,5,0.6,True,514.19,55.88,-21.67,5.73,68,152.64661226290252
T3_top5,7,14,1.0,5,0.55,True,627.04,55.26,-26.38,5.63,76,151.8362016070124
T3_top5,0,0,1.0,3,0.58,True,695.14,60.0,-27.36,5.19,35,151.72484485190412
T3_top5,0,0,1.0,3,0.6,True,681.88,58.82,-28.57,5.22,34,143.43231653703077
T3_top5,0,0,10.0,5,0.6,False,247.21,65.96,-10.77,5.79,94,142.61307561597283
T3_top5,7,14,1.0,5,0.6,True,611.54,54.93,-28.36,5.83,71,142.26220027247956
T1_blended_top5,0,0,1.0,1,0.58,True,928.88,65.17,-41.1,5.41,89,141.42804750593822
T1_blended_top5,0,0,1.0,1,0.58,False,928.88,65.17,-41.1,5.41,89,141.42804750593822
T3_top5,0,0,1.0,5,0.55,False,390.07,60.84,-20.51,6.72,143,139.9972291957229
T3_top5,7,14,1.0,3,0.55,False,327.89,53.03,-16.14,6.31,132,139.8410676779463
T1_blended_top5,0,0,1.0,1,0.6,True,932.39,67.5,-42.14,5.46,80,139.62075567918404
T1_blended_top5,0,0,1.0,1,0.6,False,932.39,67.5,-42.14,5.46,80,139.62075567918404
T1_blended_top5,0,0,10.0,5,0.58,True,470.88,65.22,-17.3,4.31,92,136.63239344262294
T3_top5,0,0,1.0,3,0.0,True,905.44,69.23,-40.97,5.31,39,136.1288158208244
T3_top5,0,0,1.0,1,0.55,True,829.35,72.41,-35.03,4.79,29,133.27606161532057
T3_top5,0,0,1.0,1,0.55,False,829.35,72.41,-35.03,4.79,29,133.27606161532057
T3_top5,0,0,1.0,3,0.55,False,558.76,63.64,-29.15,6.17,88,132.87924378109452
T3_top5,2,4,1.0,3,0.55,False,197.97,44.88,-8.94,5.66,205,132.6438832997988
T3_top5,5,10,1.0,3,0.58,False,300.14,50.39,-16.64,6.76,129,132.03437641723355
T3_top5,7,14,1.0,5,0.58,True,553.7,54.79,-26.38,5.51,73,131.650365230095
T3_top5,7,14,1.0,5,0.55,False,245.44,49.76,-13.09,6.49,207,130.4716536550745
T3_top5,5,10,1.0,5,0.0,False,214.96,45.23,-11.93,6.84,241,130.33924207269916
T3_top5,7,14,1.0,3,0.0,True,576.07,54.93,-26.38,5.19,71,130.23642439737037
T3_top5,5,10,1.0,1,0.0,False,619.01,54.39,-29.43,5.4,57,130.18941833716727
T3_top5,5,10,1.0,1,0.0,True,619.01,54.39,-29.43,5.4,57,130.18941833716727
T1_blended_top5,0,0,10.0,3,0.6,True,567.28,70.42,-24.56,4.74,71,127.39386541471048
T3_top5,3,6,1.0,3,0.0,True,388.41,55.45,-17.82,5.11,101,126.09910201912861
T3_top5,0,0,10.0,5,0.6,True,645.42,60.53,-28.88,4.83,38,125.93034136546184
T3_top5,7,14,5.0,5,0.58,True,449.38,56.25,-19.56,4.74,64,125.45920233463036
T3_top5,0,0,5.0,5,0.6,False,277.91,65.0,-14.92,6.18,100,125.33880653266333
T1_blended_top5,0,0,10.0,5,0.6,True,499.74,67.53,-21.89,4.74,77,125.3170642201835
T3_top5,5,10,0.0,5,0.58,True,476.61,57.14,-24.46,5.67,63,124.86208562450902
T3_top5,5,10,0.0,5,0.6,True,476.61,57.14,-24.46,5.67,63,124.86208562450902
T3_top5,0,0,1.0,5,0.0,True,846.38,63.64,-40.97,5.1,44,123.01448653800333
T1_blended_top5,0,0,1.0,3,0.55,True,727.28,63.39,-34.26,4.87,112,121.07582529778786
T1_blended_top5,0,0,1.0,3,0.0,True,727.28,63.39,-34.26,4.87,112,121.07582529778786
T3_top5,7,14,10.0,1,0.6,True,554.37,66.67,-27.5,5.22,36,120.98882105263158
T3_top5,7,14,10.0,1,0.6,False,554.37,66.67,-27.5,5.22,36,120.98882105263158
T3_top5,7,14,10.0,5,0.6,True,437.3,61.4,-20.61,4.94,57,120.20185099490978
T3_top5,7,14,1.0,3,0.0,False,259.32,48.92,-13.61,5.73,139,119.454045174538
T3_top5,7,14,5.0,5,0.55,True,468.37,55.88,-21.83,4.76,68,118.16956636005257
T3_top5,0,0,10.0,1,0.6,False,612.92,63.64,-28.88,4.76,22,118.1532530120482
T3_top5,0,0,10.0,1,0.6,True,612.92,63.64,-28.88,4.76,22,118.1532530120482
T3_top5,5,10,5.0,3,0.6,True,473.81,57.41,-24.56,5.08,54,112.70597809076683
T1_blended_top5,0,0,1.0,5,0.0,True,682.44,63.36,-34.26,4.78,131,111.86906409529215
T1_blended_top5,0,0,1.0,5,0.55,True,682.44,63.36,-34.26,4.78,131,111.86906409529215
T3_top5,2,4,1.0,3,0.0,True,358.38,50.91,-18.77,5.08,110,110.21499241274658
T1_top5,0,0,1.0,5,0.55,False,327.85,56.06,-20.38,6.17,421,109.94782507015904
T3_top5,5,10,1.0,1,0.58,False,538.4,56.0,-29.43,5.2,50,109.69700953006901
T3_top5,5,10,1.0,1,0.58,True,538.4,56.0,-29.43,5.2,50,109.69700953006901
T3_top5,7,14,1.0,5,0.0,True,494.99,52.5,-26.38,5.06,80,109.55585829072315
T1_blended_top5,0,0,10.0,3,0.58,True,521.2,67.47,-24.56,4.32,83,108.48137715179972
T3_top5,2,4,1.0,3,0.6,True,317.26,51.61,-17.07,4.99,93,105.16809075816269
T3_top5,3,6,1.0,5,0.55,False,147.01,47.24,-8.79,6.0,290,105.11440245148111
T3_top5,3,6,1.0,1,0.0,False,349.07,55.84,-17.82,4.65,77,104.7951912858661
T3_top5,3,6,1.0,1,0.0,True,349.07,55.84,-17.82,4.65,77,104.7951912858661
T1_top5,0,0,1.0,5,0.58,False,316.41,56.34,-20.38,6.06,410,104.48337698783911
T3_top5,3,6,1.0,3,0.55,False,212.5,49.21,-12.5,5.57,189,103.41666666666667
T3_top5,2,4,1.0,3,0.55,True,317.76,50.98,-17.07,4.88,102,103.39949086884339
T3_top5,0,0,10.0,3,0.6,True,569.47,60.0,-28.88,4.41,30,103.10685073627846
T3_top5,5,10,5.0,1,0.58,True,509.55,54.35,-29.08,5.01,46,101.80836103723405
T3_top5,5,10,5.0,1,0.58,False,509.55,54.35,-29.08,5.01,46,101.80836103723405
T3_top5,3,6,1.0,3,0.55,True,329.41,55.67,-17.82,4.8,97,101.51849096705634
T3_top5,3,6,1.0,3,0.6,True,324.56,56.18,-17.82,4.88,89,101.40344314558979
T3_top5,3,6,1.0,5,0.0,True,320.16,56.14,-17.82,4.93,114,100.87931987247609
T3_top5,2,4,1.0,3,0.58,True,284.41,51.58,-15.38,4.71,95,99.14414529914531
T3_top5,0,0,1.0,1,0.0,False,723.3,77.42,-40.97,4.74,31,98.9216583273767
T3_top5,0,0,1.0,1,0.0,True,723.3,77.42,-40.97,4.74,31,98.9216583273767
T3_top5,5,10,5.0,1,0.55,True,488.08,52.94,-27.97,4.87,51,98.8964307904729
T3_top5,5,10,5.0,1,0.55,False,488.08,52.94,-27.97,4.87,51,98.8964307904729
T1_blended_top5,0,0,1.0,5,0.58,False,290.3,59.68,-20.98,6.37,315,97.33898999090083
T3_top5,0,0,0.0,1,0.6,False,540.66,71.43,-32.39,5.01,28,97.31556154537286
T3_top5,0,0,0.0,1,0.58,True,540.66,71.43,-32.39,5.01,28,97.31556154537286
T3_top5,0,0,0.0,1,0.58,False,540.66,71.43,-32.39,5.01,28,97.31556154537286
T3_top5,0,0,0.0,1,0.6,True,540.66,71.43,-32.39,5.01,28,97.31556154537286
T3_top5,3,6,1.0,3,0.0,False,203.04,47.52,-12.34,5.38,202,97.10608695652174
T3_top5,7,14,1.0,1,0.6,True,524.94,58.7,-30.91,4.9,46,97.05879034785336
T3_top5,7,14,1.0,1,0.6,False,524.94,58.7,-30.91,4.9,46,97.05879034785336
T3_top5,5,10,1.0,1,0.6,False,488.44,55.1,-29.43,5.02,49,96.62861649687807
T3_top5,5,10,1.0,1,0.6,True,488.44,55.1,-29.43,5.02,49,96.62861649687807
T3_top5,2,4,1.0,1,0.6,False,305.96,52.11,-17.07,4.67,71,96.00405091311566
T3_top5,2,4,1.0,1,0.6,True,305.96,52.11,-17.07,4.67,71,96.00405091311566
T3_top5,7,14,1.0,1,0.55,False,528.53,58.82,-30.91,4.77,51,95.5693544343466
T3_top5,7,14,1.0,1,0.55,True,528.53,58.82,-30.91,4.77,51,95.5693544343466
T1_blended_top5,0,0,1.0,5,0.6,False,290.56,61.98,-21.81,6.48,263,95.28227970188514
T3_top5,0,0,5.0,5,0.6,True,520.31,60.53,-28.88,4.41,38,94.2060609103079
T3_top5,2,4,1.0,1,0.0,False,324.1,50.0,-18.77,4.64,86,92.45948406676784
T3_top5,2,4,1.0,1,0.0,True,324.1,50.0,-18.77,4.64,86,92.45948406676784
T1_blended_top5,2,4,1.0,3,0.6,False,198.32,50.58,-13.4,5.7,172,92.27388888888889
T3_top5,3,6,1.0,1,0.6,False,311.17,58.21,-17.82,4.56,67,91.9290754516472
T3_top5,3,6,1.0,1,0.6,True,311.17,58.21,-17.82,4.56,67,91.9290754516472
T3_top5,7,14,1.0,5,0.0,False,196.47,49.77,-13.87,5.89,221,91.0341829186281
T3_top5,7,14,5.0,3,0.55,True,426.9,56.36,-24.56,4.35,55,89.3550469483568
T3_top5,0,0,0.0,1,0.55,False,505.56,67.86,-32.39,4.88,28,89.02943396226415
T3_top5,0,0,0.0,1,0.0,False,505.56,67.86,-32.39,4.88,28,89.02943396226415
T3_top5,0,0,0.0,1,0.55,True,505.56,67.86,-32.39,4.88,28,89.02943396226415
T3_top5,0,0,0.0,1,0.0,True,505.56,67.86,-32.39,4.88,28,89.02943396226415
T3_top5,7,14,5.0,5,0.6,False,163.92,58.96,-10.77,5.36,134,88.57529311809685
T3_top5,2,4,1.0,3,0.0,False,180.11,42.73,-11.87,5.25,227,87.46600621600624
T3_top5,0,0,1.0,1,0.58,True,551.09,66.67,-34.05,4.56,27,87.41969757489301
T3_top5,0,0,1.0,1,0.58,False,551.09,66.67,-34.05,4.56,27,87.41969757489301
T3_top5,2,4,1.0,1,0.58,False,267.18,51.39,-15.38,4.35,72,87.2657509157509
T3_top5,2,4,1.0,1,0.58,True,267.18,51.39,-15.38,4.35,72,87.2657509157509
T3_top5,3,6,1.0,3,0.58,True,291.77,56.04,-17.82,4.62,91,87.12791710945801
T1_top5,0,0,1.0,3,0.6,True,594.4,61.9,-36.6,4.49,105,86.78872340425532
T3_top5,2,4,1.0,1,0.55,True,286.51,50.0,-17.07,4.44,78,86.25425567238517
T3_top5,2,4,1.0,1,0.55,False,286.51,50.0,-17.07,4.44,78,86.25425567238517
T1_blended_top5,0,0,5.0,3,0.58,True,457.7,62.22,-25.78,4.04,90,86.13920836445106
T3_top5,2,4,1.0,5,0.0,False,141.84,43.52,-10.42,5.92,347,85.94858143607706
T3_top5,0,0,1.0,1,0.6,True,540.24,65.38,-34.05,4.57,26,85.8526904422254
T3_top5,0,0,1.0,1,0.6,False,540.24,65.38,-34.05,4.57,26,85.8526904422254
T3_top5,7,14,5.0,3,0.58,True,409.3,56.86,-24.56,4.33,51,85.35089984350549
T1_top5,3,6,1.0,3,0.6,False,243.47,50.85,-18.65,5.84,236,84.74986259541984
