strategy,sl,tp,min_liquidity_m,max_positions,threshold,dynamic_sizing,return_pct,win_rate,max_drawdown,sharpe,total_trades,score
T3_top5,3,6,1.0,1,0.55,False,294.82,56.16,-17.82,4.35,73,83.80908607863974
T3_top5,3,6,1.0,1,0.55,True,294.82,56.16,-17.82,4.35,73,83.80908607863974
T3_top5,7,14,1.0,1,0.58,True,474.14,58.33,-30.91,4.64,48,83.80287057348792
T3_top5,7,14,1.0,1,0.58,False,474.14,58.33,-30.91,4.64,48,83.80287057348792
T3_top5,7,14,5.0,1,0.0,True,373.5,52.17,-22.29,4.17,46,82.91090596822671
T3_top5,7,14,5.0,1,0.0,False,373.5,52.17,-22.29,4.17,46,82.91090596822671
T1_blended_top5,0,0,1.0,5,0.0,False,316.61,56.37,-26.99,6.16,424,80.99062522329405
T3_top5,5,10,10.0,1,0.6,True,353.48,63.16,-24.56,4.85,38,80.90211267605635
T3_top5,5,10,10.0,1,0.6,False,353.48,63.16,-24.56,4.85,38,80.90211267605635
T3_top5,3,6,1.0,5,0.6,True,265.86,56.44,-17.82,4.7,101,80.52082890541978
T3_top5,3,6,1.0,5,0.55,True,269.4,56.36,-17.82,4.6,110,80.16153028692878
T1_top5,0,0,1.0,5,0.6,True,556.77,62.1,-36.6,4.4,124,79.9616489361702
T1_top5,0,0,1.0,5,0.0,False,296.7,55.14,-24.41,5.79,428,79.28347107438016
T1_blended_top5,0,0,1.0,5,0.55,False,310.75,56.66,-26.99,6.14,413,79.2695605573419
T1_blended_top5,0,0,5.0,1,0.58,False,411.23,59.7,-25.78,4.06,67,77.7006646751307
T1_blended_top5,0,0,5.0,1,0.58,True,411.23,59.7,-25.78,4.06,67,77.7006646751307
T1_blended_top5,3,6,1.0,3,0.6,False,196.78,53.49,-15.58,5.54,172,77.62009650180941
T1_top5,3,6,1.0,3,0.58,False,229.75,49.6,-18.65,5.6,248,77.16793893129771
T3_top5,3,6,1.0,1,0.58,True,271.9,57.35,-17.82,4.25,68,75.84883103081827
T3_top5,3,6,1.0,1,0.58,False,271.9,57.35,-17.82,4.25,68,75.84883103081827
T3_top5,2,4,1.0,5,0.0,True,263.01,52.89,-18.77,4.7,121,75.8298937784522
T1_top5,0,0,1.0,3,0.58,True,562.32,60.75,-39.53,4.39,107,74.78176165803109
T1_top5,0,0,1.0,3,0.0,True,562.32,60.75,-39.53,4.39,107,74.78176165803109
T1_top5,0,0,1.0,3,0.55,True,562.32,60.75,-39.53,4.39,107,74.78176165803109
T3_top5,2,4,1.0,5,0.6,True,236.98,53.85,-17.07,4.66,104,74.22837852794687
T3_top5,0,0,1.0,3,0.0,False,391.43,60.87,-34.37,5.41,92,70.93769578739045
T3_top5,2,4,1.0,5,0.55,True,230.83,53.1,-17.07,4.48,113,70.00267847260655
T3_top5,0,0,5.0,1,0.58,True,444.76,54.55,-32.51,4.23,22,69.41494479259923
T3_top5,0,0,5.0,1,0.58,False,444.76,54.55,-32.51,4.23,22,69.41494479259923
T1_top5,3,6,1.0,3,0.55,False,213.5,48.62,-18.65,5.35,253,68.99363867684478
T1_top5,0,0,1.0,5,0.0,True,526.42,61.11,-39.53,4.3,126,68.83853935356525
T1_top5,0,0,1.0,5,0.55,True,526.42,61.11,-39.53,4.3,126,68.83853935356525
T1_top5,0,0,1.0,5,0.58,True,526.42,61.11,-39.53,4.3,126,68.83853935356525
T1_top5,3,6,1.0,5,0.6,False,153.66,48.68,-13.37,5.43,378,68.75670146137787
T1_blended_top5,2,4,1.0,3,0.58,False,182.1,48.76,-15.62,5.27,201,68.69837545126354
T3_top5,7,14,1.0,1,0.0,False,414.37,54.55,-30.91,4.28,55,68.56388592917581
T3_top5,7,14,1.0,1,0.0,True,414.37,54.55,-30.91,4.28,55,68.56388592917581
T1_top5,2,4,1.0,3,0.6,False,205.43,47.03,-18.5,5.5,236,68.47666666666667
T3_top5,2,4,1.0,5,0.58,True,208.21,53.77,-15.38,4.33,106,67.75087301587301
T3_top5,7,14,10.0,5,0.58,True,305.94,57.14,-21.82,4.05,63,67.70363716038563
T3_top5,3,6,1.0,5,0.58,True,234.99,56.31,-17.82,4.39,103,67.30053666312433
T1_blended_top5,0,0,5.0,5,0.58,True,367.03,61.9,-25.78,3.85,105,66.47107916355488
T1_top5,3,6,1.0,3,0.0,False,208.05,48.24,-18.65,5.26,255,66.27954198473283
T1_blended_top5,0,0,1.0,3,0.58,True,493.57,61.54,-41.1,4.6,104,65.65301662707839
T1_blended_top5,0,0,1.0,3,0.6,True,495.6,63.16,-42.14,4.65,95,64.90820584144646
T3_top5,0,0,5.0,3,0.6,False,282.01,63.49,-24.56,4.87,63,64.76520735524257
T1_blended_top5,3,6,1.0,3,0.58,False,181.03,51.24,-16.21,5.09,201,64.06000581057525
T1_blended_top5,3,6,1.0,3,0.55,False,201.51,50.2,-18.65,5.22,247,63.78586259541984
T1_blended_top5,0,0,5.0,3,0.6,True,386.62,64.56,-28.54,3.85,79,63.4768788083954
T3_top5,0,0,10.0,3,0.6,False,281.2,63.79,-24.56,4.66,58,62.26885758998436
T1_blended_top5,2,4,1.0,1,0.6,False,306.97,48.75,-26.03,4.48,80,62.23439141694414
T1_blended_top5,2,4,1.0,1,0.6,True,306.97,48.75,-26.03,4.48,80,62.23439141694414
T3_top5,5,10,5.0,5,0.58,True,331.28,52.05,-29.08,4.61,73,61.78460106382979
T3_top5,5,10,5.0,5,0.6,False,125.08,52.7,-10.77,4.81,148,61.74297366185217
T1_blended_top5,3,6,1.0,1,0.0,True,350.72,55.67,-29.21,4.31,97,61.645918570009925
T1_blended_top5,3,6,1.0,1,0.0,False,350.72,55.67,-29.21,4.31,97,61.645918570009925
T1_blended_top5,3,6,1.0,1,0.55,False,350.72,55.67,-29.21,4.31,97,61.645918570009925
T1_blended_top5,3,6,1.0,1,0.55,True,350.72,55.67,-29.21,4.31,97,61.645918570009925
T1_blended_top5,0,0,1.0,5,0.58,True,461.4,61.79,-41.1,4.5,123,60.277909738717334
T1_blended_top5,0,0,10.0,5,0.55,True,427.34,62.61,-33.77,3.88,115,59.97754385964912
T1_blended_top5,0,0,1.0,5,0.6,True,463.32,63.16,-42.14,4.55,114,59.60653685674548
T3_top5,5,10,5.0,5,0.55,True,316.09,51.28,-27.97,4.44,78,59.355526406627554
T3_top5,7,14,10.0,3,0.6,True,338.5,60.0,-28.31,4.11,50,59.0151825315592
T1_top5,2,4,1.0,3,0.58,False,187.32,45.56,-18.5,5.13,248,58.88572307692308
T3_top5,5,10,10.0,5,0.6,True,271.82,58.33,-24.56,4.51,60,58.596564945226916
T1_blended_top5,3,6,1.0,3,0.0,False,189.69,49.4,-18.65,5.02,251,58.11367938931298
T1_top5,2,4,1.0,1,0.6,True,341.81,52.22,-30.44,4.34,90,58.055515267175565
T1_top5,2,4,1.0,1,0.6,False,341.81,52.22,-30.44,4.34,90,58.055515267175565
T1_blended_top5,2,4,1.0,3,0.55,False,185.17,46.56,-18.5,5.09,247,57.83001538461538
T1_blended_top5,0,0,10.0,1,0.55,True,417.51,62.07,-33.77,3.81,87,57.75735116479724
T1_blended_top5,0,0,10.0,1,0.55,False,417.51,62.07,-33.77,3.81,87,57.75735116479724
T1_top5,3,6,1.0,1,0.6,False,336.1,55.56,-29.21,4.19,90,57.74111221449852
T1_top5,3,6,1.0,1,0.6,True,336.1,55.56,-29.21,4.19,90,57.74111221449852
T1_blended_top5,0,0,5.0,1,0.6,True,346.07,62.5,-28.54,3.88,56,57.17067027758971
T1_blended_top5,0,0,5.0,1,0.6,False,346.07,62.5,-28.54,3.88,56,57.17067027758971
T3_top5,0,0,5.0,3,0.58,True,392.81,53.33,-32.51,3.86,30,56.96975828111012
T3_top5,7,14,10.0,1,0.58,True,366.9,59.52,-32.57,4.21,42,56.94218051831993
T3_top5,7,14,10.0,1,0.58,False,366.9,59.52,-32.57,4.21,42,56.94218051831993
T1_blended_top5,3,6,1.0,3,0.55,True,318.26,54.46,-29.21,4.39,112,56.7832307183052
T1_blended_top5,3,6,1.0,3,0.0,True,318.26,54.46,-29.21,4.39,112,56.7832307183052
T1_blended_top5,3,6,1.0,1,0.6,True,313.02,53.75,-28.68,4.38,80,56.74014824797843
T1_blended_top5,3,6,1.0,1,0.6,False,313.02,53.75,-28.68,4.38,80,56.74014824797843
T1_top5,5,10,1.0,5,0.6,False,152.18,51.59,-15.07,4.99,378,56.7242190416926
T1_blended_top5,2,4,1.0,3,0.6,True,272.98,48.42,-26.03,4.6,95,56.55523492415834
T1_top5,3,6,1.0,5,0.55,False,138.27,46.56,-13.89,5.04,421,56.088032236400274
T1_top5,3,6,1.0,5,0.58,False,138.16,47.07,-13.89,5.03,410,55.9506245802552
T1_blended_top5,2,4,1.0,1,0.0,False,325.85,50.52,-30.44,4.31,97,55.033826335877855
T1_blended_top5,2,4,1.0,1,0.0,True,325.85,50.52,-30.44,4.31,97,55.033826335877855
T1_blended_top5,2,4,1.0,1,0.55,True,325.85,50.52,-30.44,4.31,97,55.033826335877855
T1_blended_top5,2,4,1.0,1,0.55,False,325.85,50.52,-30.44,4.31,97,55.033826335877855
T1_top5,2,4,1.0,3,0.55,False,177.8,44.66,-18.5,4.96,253,54.34297435897437
T1_blended_top5,2,4,1.0,3,0.0,False,177.64,45.82,-18.5,4.95,251,54.20297435897436
T1_top5,2,4,1.0,1,0.58,True,324.74,51.09,-30.44,4.23,92,54.020044529262094
T1_top5,2,4,1.0,1,0.0,True,324.74,51.09,-30.44,4.23,92,54.020044529262094
T1_top5,2,4,1.0,1,0.58,False,324.74,51.09,-30.44,4.23,92,54.020044529262094
T1_top5,2,4,1.0,1,0.0,False,324.74,51.09,-30.44,4.23,92,54.020044529262094
T1_top5,2,4,1.0,1,0.55,True,324.74,51.09,-30.44,4.23,92,54.020044529262094
T1_top5,2,4,1.0,1,0.55,False,324.74,51.09,-30.44,4.23,92,54.020044529262094
T1_blended_top5,0,0,10.0,5,0.0,True,395.19,62.39,-33.77,3.73,117,53.760388265746336
T3_top5,7,14,5.0,3,0.6,False,233.95,58.43,-24.56,4.8,89,53.08724569640063
T1_top5,3,6,1.0,3,0.6,True,304.69,54.29,-29.21,4.24,105,52.84924197285667
T1_top5,2,4,1.0,3,0.0,False,174.06,44.31,-18.5,4.9,255,52.6643076923077
T1_top5,3,6,1.0,1,0.0,True,314.97,54.35,-29.21,4.05,92,52.65139026812314
T1_top5,3,6,1.0,1,0.58,False,314.97,54.35,-29.21,4.05,92,52.65139026812314
T1_top5,3,6,1.0,1,0.58,True,314.97,54.35,-29.21,4.05,92,52.65139026812314
T1_top5,3,6,1.0,1,0.55,True,314.97,54.35,-29.21,4.05,92,52.65139026812314
T1_top5,3,6,1.0,1,0.0,False,314.97,54.35,-29.21,4.05,92,52.65139026812314
T1_top5,3,6,1.0,1,0.55,False,314.97,54.35,-29.21,4.05,92,52.65139026812314
T1_blended_top5,3,6,1.0,3,0.6,True,283.27,52.63,-28.68,4.51,95,52.58819743935309
T1_top5,0,0,10.0,5,0.58,True,332.09,60.55,-27.59,3.52,109,52.50251136761104
T3_top5,3,6,1.0,5,0.0,False,120.52,45.81,-13.2,5.18,310,52.45166197183098
T3_top5,5,10,5.0,3,0.58,True,307.4,53.45,-29.08,4.13,58,52.42559840425532
T3_top5,0,0,1.0,5,0.0,False,242.08,55.26,-28.67,5.41,152,52.299723626558816
T1_top5,5,10,1.0,3,0.6,False,193.77,51.27,-20.2,4.72,236,52.28133962264151
T1_top5,2,4,1.0,3,0.6,True,304.9,51.43,-30.44,4.38,105,52.17436386768448
T1_blended_top5,0,0,10.0,1,0.0,True,385.97,61.8,-33.77,3.66,89,51.72908254242163
T1_blended_top5,0,0,10.0,1,0.0,False,385.97,61.8,-33.77,3.66,89,51.72908254242163
T1_blended_top5,3,6,1.0,5,0.55,True,294.59,55.73,-29.21,4.28,131,51.48742800397219
T1_blended_top5,3,6,1.0,5,0.0,True,294.59,55.73,-29.21,4.28,131,51.48742800397219
T1_blended_top5,0,0,10.0,3,0.55,True,387.38,62.73,-33.77,3.56,110,50.80393442622951
T1_top5,0,0,5.0,5,0.6,False,167.23,57.3,-17.0,4.45,370,50.63352777777777
T3_top5,0,0,5.0,5,0.58,False,170.09,58.06,-17.67,4.55,124,50.56237279057311
T3_top5,5,10,5.0,3,0.55,True,293.05,52.38,-27.97,3.99,63,50.47702795995858
T1_blended_top5,2,4,1.0,5,0.6,True,248.02,50.88,-26.03,4.46,114,50.09948945615982
T1_top5,0,0,10.0,1,0.58,True,321.56,59.26,-27.59,3.44,81,49.93796432318992
T1_top5,0,0,10.0,1,0.58,False,321.56,59.26,-27.59,3.44,81,49.93796432318992
T1_blended_top5,2,4,1.0,3,0.0,True,290.27,50.0,-30.44,4.35,112,49.39390903307887
T1_blended_top5,2,4,1.0,3,0.55,True,290.27,50.0,-30.44,4.35,112,49.39390903307887
T1_top5,3,6,1.0,5,0.0,False,127.58,45.79,-14.08,4.74,428,48.56161803713528
T1_top5,2,4,1.0,3,0.58,True,289.26,50.47,-30.44,4.26,107,48.39400763358778
T1_top5,2,4,1.0,3,0.55,True,289.26,50.47,-30.44,4.26,107,48.39400763358778
T1_top5,2,4,1.0,3,0.0,True,289.26,50.47,-30.44,4.26,107,48.39400763358778
T1_top5,3,6,1.0,3,0.0,True,285.09,53.27,-29.21,4.1,107,48.128401191658384
T1_top5,3,6,1.0,3,0.55,True,285.09,53.27,-29.21,4.1,107,48.128401191658384
T1_top5,3,6,1.0,3,0.58,True,285.09,53.27,-29.21,4.1,107,48.128401191658384
T1_top5,3,6,1.0,5,0.6,True,281.78,55.65,-29.21,4.13,124,47.84943396226414
T3_top5,3,6,5.0,1,0.6,False,183.45,53.57,-17.0,3.68,56,47.696999999999996
T3_top5,3,6,5.0,1,0.6,True,183.45,53.57,-17.0,3.68,56,47.696999999999996
T1_blended_top5,3,6,1.0,5,0.6,True,261.58,54.39,-28.68,4.4,114,47.59204851752021
T1_top5,5,10,1.0,3,0.58,False,181.61,50.0,-20.2,4.5,248,47.11580188679246
T1_blended_top5,2,4,1.0,1,0.58,True,251.44,47.19,-25.6,3.97,89,46.97957894736843
T1_blended_top5,2,4,1.0,1,0.58,False,251.44,47.19,-25.6,3.97,89,46.97957894736843
T1_top5,0,0,10.0,5,0.55,True,305.75,60.36,-27.59,3.37,111,46.734085344526065
T1_blended_top5,0,0,5.0,5,0.6,True,298.37,63.44,-28.54,3.6,93,46.46249153689912
T1_blended_top5,0,0,5.0,5,0.58,False,145.09,55.97,-15.93,4.41,293,46.36366804489073
T3_top5,7,14,5.0,5,0.0,True,233.55,51.39,-22.29,3.62,72,46.32893945899528
T1_top5,2,4,1.0,5,0.6,True,277.81,53.23,-30.44,4.24,124,46.30166666666667
T1_blended_top5,3,6,1.0,1,0.58,True,270.57,52.81,-28.5,3.99,89,45.767603389830505
T1_blended_top5,3,6,1.0,1,0.58,False,270.57,52.81,-28.5,3.99,89,45.767603389830505
T1_blended_top5,0,0,10.0,3,0.0,True,357.68,62.5,-33.77,3.43,112,45.5715386827725
T1_top5,2,4,1.0,5,0.6,False,124.82,44.97,-14.99,4.83,378,45.509731081926205
T1_blended_top5,2,4,1.0,5,0.6,False,119.49,47.15,-14.8,4.93,263,44.84656329113923
T1_top5,0,0,10.0,1,0.55,True,295.86,59.04,-27.59,3.3,83,44.498006295907665
T1_top5,0,0,10.0,1,0.55,False,295.86,59.04,-27.59,3.3,83,44.498006295907665
T1_top5,0,0,10.0,3,0.58,True,299.35,60.58,-27.59,3.22,104,44.18527457152852
T1_blended_top5,2,4,1.0,5,0.55,True,264.16,51.91,-30.44,4.21,131,43.77460559796438
T1_blended_top5,2,4,1.0,5,0.0,True,264.16,51.91,-30.44,4.21,131,43.77460559796438
T1_top5,3,6,1.0,5,0.58,True,263.29,54.76,-29.21,3.98,126,43.402323733862964
T1_top5,3,6,1.0,5,0.55,True,263.29,54.76,-29.21,3.98,126,43.402323733862964
T1_top5,3,6,1.0,5,0.0,True,263.29,54.76,-29.21,3.98,126,43.402323733862964
T1_top5,2,4,1.0,5,0.0,True,263.22,52.38,-30.44,4.12,126,42.865343511450384
T1_top5,2,4,1.0,5,0.55,True,263.22,52.38,-30.44,4.12,126,42.865343511450384
T1_top5,2,4,1.0,5,0.58,True,263.22,52.38,-30.44,4.12,126,42.865343511450384
T3_top5,7,14,5.0,5,0.58,False,124.12,53.53,-13.74,4.07,170,42.692564450474904
T1_blended_top5,5,10,1.0,3,0.6,False,161.15,54.65,-20.18,4.59,172,42.532034938621344
T1_top5,0,0,10.0,5,0.6,False,142.67,54.79,-16.48,4.21,365,42.523495423340954
T1_top5,0,0,10.0,5,0.0,True,291.92,59.82,-28.7,3.3,112,42.26451178451179
T1_top5,0,0,10.0,5,0.6,True,304.88,61.32,-30.83,3.4,106,42.14489475337732
T1_blended_top5,3,6,1.0,3,0.58,True,243.88,51.92,-28.5,4.07,104,41.91429152542373
T1_blended_top5,2,4,1.0,3,0.58,True,222.08,47.12,-25.6,4.02,104,41.91133834586466
T1_blended_top5,0,0,10.0,3,0.58,False,206.4,58.86,-24.56,4.14,175,41.50610328638498
T1_top5,5,10,1.0,3,0.55,False,166.44,49.41,-20.2,4.24,253,41.138943396226416
T1_top5,5,10,1.0,5,0.55,False,129.9,49.17,-16.28,4.42,421,40.74409722222222
T1_blended_top5,3,6,1.0,5,0.6,False,117.03,49.81,-15.65,4.75,263,40.41576576576577
T1_top5,5,10,1.0,5,0.58,False,128.82,49.51,-16.28,4.4,410,40.256249999999994
T1_top5,0,0,10.0,1,0.0,True,282.37,58.33,-28.7,3.23,84,40.21633333333334
T1_top5,0,0,10.0,1,0.0,False,282.37,58.33,-28.7,3.23,84,40.21633333333334
T1_top5,0,0,10.0,1,0.6,True,295.01,60.26,-30.83,3.33,78,40.13174049638706
T1_top5,0,0,10.0,1,0.6,False,295.01,60.26,-30.83,3.33,78,40.13174049638706
T3_top5,0,0,10.0,5,0.58,False,147.13,56.8,-17.06,3.85,125,39.511655592469545
T1_top5,0,0,10.0,3,0.55,True,275.01,60.38,-27.59,3.09,106,39.3421091290661
T1_top5,5,10,1.0,3,0.0,False,159.89,49.02,-20.2,4.12,255,38.614943396226415
T3_top5,5,10,10.0,3,0.6,True,211.46,57.69,-24.56,3.64,52,38.38710485133021
T1_blended_top5,0,0,5.0,3,0.58,False,200.73,58.89,-24.56,3.88,180,38.32403755868545
T1_blended_top5,2,4,1.0,5,0.58,False,111.47,45.4,-15.33,4.61,315,38.29434782608696
T1_blended_top5,3,6,1.0,5,0.58,False,115.47,48.25,-16.02,4.63,315,38.19601057579318
T3_top5,7,14,10.0,5,0.55,True,225.05,53.85,-25.08,3.39,65,37.88226610429449
T1_top5,2,4,1.0,5,0.55,False,110.04,42.76,-14.66,4.39,421,37.87455938697318
T1_top5,7,14,1.0,3,0.6,False,170.46,52.97,-22.0,4.1,236,37.79765217391304
T1_blended_top5,5,10,1.0,3,0.55,False,160.29,51.42,-21.07,4.2,247,37.76656094245582
T1_blended_top5,3,6,1.0,5,0.58,True,224.42,53.66,-28.5,3.95,123,37.65691525423728
T3_top5,7,14,10.0,1,0.55,False,273.86,54.55,-32.57,3.59,44,37.44466487935657
T3_top5,7,14,10.0,1,0.55,True,273.86,54.55,-32.57,3.59,44,37.44466487935657
T3_top5,3,6,5.0,5,0.6,True,147.5,56.98,-17.0,3.54,86,37.202777777777776
T1_top5,7,14,1.0,5,0.6,False,133.46,53.44,-17.98,4.27,378,37.05659641728135
T1_top5,2,4,1.0,5,0.58,False,107.87,43.17,-14.66,4.33,410,36.714374201788
T1_blended_top5,2,4,1.0,5,0.58,True,200.53,49.59,-25.6,3.87,123,36.71357518796992
T3_top5,0,0,5.0,5,0.0,True,421.84,61.9,-54.74,3.78,42,36.17501255830641
T3_top5,7,14,5.0,3,0.0,True,214.24,51.72,-24.56,3.29,58,35.95812206572771
T1_top5,0,0,10.0,3,0.0,True,262.22,59.81,-28.7,3.03,107,35.5806936026936
T3_top5,5,10,5.0,3,0.6,False,173.81,53.68,-24.56,4.23,95,35.564409233176846
T1_top5,0,0,10.0,3,0.6,True,274.2,61.39,-30.83,3.11,101,35.40565504241282
T1_blended_top5,3,6,1.0,5,0.55,False,121.26,46.49,-17.98,4.54,413,35.3941201264489
T1_blended_top5,0,0,5.0,5,0.6,False,132.96,56.56,-18.57,4.16,221,35.05741440981094
T3_top5,0,0,5.0,1,0.55,True,393.14,54.17,-50.4,3.58,24,35.0307626459144
T3_top5,0,0,5.0,1,0.55,False,393.14,54.17,-50.4,3.58,24,35.0307626459144
T1_blended_top5,3,6,1.0,5,0.0,False,120.31,45.99,-17.98,4.52,424,34.99005268703899
T1_blended_top5,5,10,1.0,3,0.0,False,150.67,51.0,-21.07,4.02,251,34.271110104213854
T3_top5,0,0,5.0,1,0.0,False,403.56,65.38,-54.74,3.72,26,34.1730032292788
T3_top5,0,0,5.0,1,0.0,True,403.56,65.38,-54.74,3.72,26,34.1730032292788
T1_blended_top5,0,0,10.0,3,0.6,False,176.2,59.54,-24.56,3.89,131,33.70962441314555
T3_top5,7,14,5.0,3,0.58,False,169.97,53.33,-24.56,3.91,105,32.65073161189358
T1_blended_top5,0,0,5.0,3,0.6,False,177.49,59.44,-24.56,3.7,143,32.63705007824727
T1_top5,7,14,1.0,3,0.58,False,155.02,51.61,-22.0,3.82,248,32.4868
T1_top5,5,10,1.0,1,0.6,False,219.72,54.44,-27.99,3.24,90,32.13566057261125
T1_top5,5,10,1.0,1,0.6,True,219.72,54.44,-27.99,3.24,90,32.13566057261125
T3_top5,7,14,10.0,5,0.6,False,94.57,56.45,-13.07,3.76,124,31.99383084577114
T3_top5,0,0,10.0,5,0.58,True,283.96,58.97,-38.33,3.42,39,31.91210780574625
T1_top5,0,0,10.0,3,0.6,False,174.99,57.76,-24.56,3.55,232,31.150410798122067
T1_blended_top5,5,10,1.0,3,0.58,False,145.54,52.24,-23.15,4.16,201,31.096745341614906
T3_top5,3,6,5.0,3,0.6,True,174.68,57.75,-24.56,3.44,71,30.343474178403756
T1_top5,2,4,1.0,5,0.0,False,102.57,42.06,-16.62,4.17,428,30.095737797956865
T1_top5,5,10,1.0,5,0.0,False,115.65,48.36,-18.55,4.05,428,29.87378516624041
T3_top5,0,0,10.0,1,0.58,True,267.22,60.87,-38.33,3.35,23,29.555225019069415
T3_top5,0,0,10.0,1,0.58,False,267.22,60.87,-38.33,3.35,23,29.555225019069415
T3_top5,7,14,5.0,3,0.55,False,160.45,52.1,-24.56,3.69,119,29.440942879499215
T1_top5,5,10,1.0,3,0.6,True,199.19,52.38,-27.99,3.26,105,29.27041738530528
T1_blended_top5,5,10,1.0,1,0.0,False,212.6,55.67,-29.53,3.19,97,29.17766131673763
T1_blended_top5,5,10,1.0,1,0.55,False,212.6,55.67,-29.53,3.19,97,29.17766131673763
T1_blended_top5,5,10,1.0,1,0.55,True,212.6,55.67,-29.53,3.19,97,29.17766131673763
T1_blended_top5,5,10,1.0,1,0.0,True,212.6,55.67,-29.53,3.19,97,29.17766131673763
T1_top5,0,0,5.0,3,0.6,False,172.65,57.66,-25.11,3.41,222,29.160723860589815
T3_top5,0,0,5.0,3,0.55,True,346.12,53.12,-50.4,3.32,32,29.090241245136188
T1_top5,7,14,1.0,3,0.55,False,143.2,51.38,-22.0,3.59,253,28.57773913043478
T3_top5,0,0,5.0,3,0.0,True,355.54,61.76,-54.74,3.44,34,28.320731969860063
T1_blended_top5,2,4,1.0,5,0.0,False,106.03,42.45,-18.97,4.25,424,27.87468703054582
T1_top5,5,10,1.0,1,0.0,True,204.95,53.26,-29.36,3.12,92,27.812714097496706
T1_top5,5,10,1.0,1,0.58,False,204.95,53.26,-29.36,3.12,92,27.812714097496706
T1_top5,5,10,1.0,1,0.58,True,204.95,53.26,-29.36,3.12,92,27.812714097496706
T1_top5,5,10,1.0,1,0.55,True,204.95,53.26,-29.36,3.12,92,27.812714097496706
T1_top5,5,10,1.0,1,0.0,False,204.95,53.26,-29.36,3.12,92,27.812714097496706
T1_top5,5,10,1.0,1,0.55,False,204.95,53.26,-29.36,3.12,92,27.812714097496706
T1_top5,5,10,1.0,5,0.6,True,191.28,54.03,-27.99,3.21,124,27.778157985512248
T1_blended_top5,0,0,5.0,3,0.0,True,276.0,60.36,-39.33,3.04,111,27.647904785519465
T1_blended_top5,2,4,1.0,5,0.55,False,105.29,42.86,-18.97,4.23,413,27.574697045568357
T3_top5,0,0,10.0,3,0.58,False,157.75,56.58,-24.56,3.3,76,26.538536776212833
T1_blended_top5,5,10,1.0,3,0.0,True,192.53,53.57,-29.53,3.2,112,26.48627579430069
T1_blended_top5,5,10,1.0,3,0.55,True,192.53,53.57,-29.53,3.2,112,26.48627579430069
T1_blended_top5,0,0,5.0,5,0.0,True,259.53,60.63,-39.33,3.06,127,26.126749318125466
T1_blended_top5,0,0,10.0,5,0.58,False,122.22,54.55,-22.54,4.02,275,26.06390824129142
T3_top5,5,10,10.0,1,0.58,False,190.57,54.55,-31.7,3.47,44,26.050394495412842
T3_top5,5,10,10.0,1,0.58,True,190.57,54.55,-31.7,3.47,44,26.050394495412842
T3_top5,7,14,10.0,3,0.58,True,212.87,55.36,-33.33,3.2,56,26.04293620739878
T1_blended_top5,0,0,5.0,3,0.55,True,260.86,60.0,-39.33,2.97,110,25.67850731465411
T3_top5,0,0,10.0,3,0.58,True,244.84,58.06,-38.33,3.09,31,25.46136791253496
T3_top5,0,0,5.0,3,0.58,False,147.45,52.78,-24.56,3.38,72,25.26725352112676
T1_top5,5,10,1.0,3,0.58,True,185.36,51.4,-29.36,3.13,107,25.215309617918315
T1_top5,5,10,1.0,3,0.55,True,185.36,51.4,-29.36,3.13,107,25.215309617918315
T1_top5,5,10,1.0,3,0.0,True,185.36,51.4,-29.36,3.13,107,25.215309617918315
T1_blended_top5,5,10,1.0,5,0.0,True,184.79,54.96,-29.53,3.16,131,25.179377661316735
T1_blended_top5,5,10,1.0,5,0.55,True,184.79,54.96,-29.53,3.16,131,25.179377661316735
T1_top5,7,14,1.0,3,0.0,False,135.42,50.98,-23.23,3.45,255,24.87078002476269
T3_top5,5,10,10.0,5,0.6,False,76.35,53.73,-12.64,3.41,134,24.685007331378298
T1_blended_top5,0,0,5.0,5,0.55,True,245.05,60.32,-39.33,2.99,126,24.243726754277215
T1_blended_top5,0,0,5.0,1,0.0,True,244.67,57.95,-39.33,2.97,88,24.08479791718324
T1_blended_top5,0,0,5.0,1,0.0,False,244.67,57.95,-39.33,2.97,88,24.08479791718324
T1_blended_top5,0,0,5.0,3,0.0,False,158.15,53.88,-26.03,3.1,258,23.988716241213464
T1_top5,5,10,1.0,5,0.0,True,177.82,53.17,-29.36,3.08,126,23.89675889328063
T1_top5,5,10,1.0,5,0.55,True,177.82,53.17,-29.36,3.08,126,23.89675889328063
T1_top5,5,10,1.0,5,0.58,True,177.82,53.17,-29.36,3.08,126,23.89675889328063
T3_top5,7,14,5.0,5,0.55,False,87.13,48.98,-14.08,3.11,196,23.746969496021215
T3_top5,3,6,5.0,5,0.6,False,66.46,52.15,-11.11,3.31,186,23.65339388934765
T1_blended_top5,0,0,10.0,3,0.55,False,147.05,53.79,-24.56,3.11,264,23.645363849765257
T1_blended_top5,5,10,1.0,5,0.58,False,98.58,49.84,-19.41,3.86,315,23.473728564429198
T3_top5,0,0,5.0,5,0.0,False,127.87,52.23,-24.91,3.61,157,22.75108838286376
T3_top5,3,6,10.0,1,0.6,True,104.88,52.0,-17.73,3.03,50,22.56627869727709
T3_top5,3,6,10.0,1,0.6,False,104.88,52.0,-17.73,3.03,50,22.56627869727709
T1_blended_top5,7,14,1.0,3,0.6,False,127.86,56.4,-26.49,3.83,172,22.465034558021102
